TRADEDATE,OPEN,HIGH,LOW,CLOSE,VOLUME
2019-10-29,70.87,71.81,70.7,71.67,8356800
2019-10-30,71.79,74.8,71.55,74.64,36403290
2019-10-31,75.0,75.25,73.73,74.51,16695740
2019-11-01,74.5,75.47,74.1,75.47,16514390
2019-11-05,75.7,76.05,73.74,74.48,17290750
2019-11-06,74.2,75.69,73.8,75.5,16117810
2019-11-07,75.29,76.5,75.21,76.28,13806680
2019-11-08,76.0,76.97,75.21,76.16,16935670
2019-11-11,76.15,76.34,74.55,75.77,8821240
2019-11-12,75.6,77.2,75.6,77.2,14104670
2019-11-13,77.21,77.59,76.43,77.4,14709320
2019-11-14,77.59,77.75,76.83,77.22,11332740
2019-11-15,77.2,77.63,76.7,77.63,8092710
2019-11-18,77.7,77.99,75.15,75.7,20517660
2019-11-19,75.6,76.32,74.9,76.22,9826640
2019-11-20,76.2,76.94,75.04,76.46,9340600
2019-11-21,76.55,77.24,75.71,77.18,10928750
2019-11-22,77.1,77.58,76.77,77.58,11782200
2019-11-25,77.58,78.68,77.22,77.7,13716140
2019-11-26,77.79,78.16,77.4,77.53,13802560
2019-11-27,77.55,77.8,76.9,77.11,11105320
2019-11-28,76.9,77.2,76.66,76.95,4472920
2019-11-29,76.95,78.26,76.74,77.9,11240530
2019-12-02,77.93,78.17,77.08,77.38,11749140
2019-12-03,77.25,77.44,75.64,75.8,10227820
2019-12-04,75.8,76.86,74.95,76.31,7549170
2019-12-05,76.5,76.76,75.64,76.0,6654290
2019-12-06,76.0,77.04,75.91,77.04,9365730
2019-12-09,75.9,79.6,75.9,79.6,25800670
2019-12-10,79.8,81.7,79.37,81.15,34233650
2019-12-11,81.5,81.54,80.39,81.06,11987890
2019-12-12,81.4,82.17,80.5,80.5,21927110
2019-12-13,81.0,81.29,79.61,80.8,13769090
2019-12-16,80.5,80.93,80.04,80.66,9371130
2019-12-17,80.85,82.13,80.2,81.74,17989970
2019-12-18,81.6,82.1,81.38,81.84,10399870
2019-12-19,81.9,84.52,81.6,84.52,29185860
2019-12-20,84.69,85.35,83.8,85.31,20128790
2019-12-23,85.19,85.98,84.07,84.36,10006860
2019-12-24,84.38,84.41,83.3,83.34,8965520
2019-12-25,83.3,84.18,82.83,83.8,5257220
2019-12-26,84.0,84.04,83.33,83.81,3493980
2019-12-27,84.0,84.5,83.8,84.49,6519270
2019-12-30,84.3,85.44,84.1,84.32,5518720
2020-01-03,84.62,85.74,84.24,85.33,9547470
2020-01-06,85.35,85.35,84.52,85.24,5737100
2020-01-08,84.71,86.18,84.32,85.45,7224770
2020-01-09,85.6,88.95,85.3,87.78,16402190
2020-01-10,88.0,89.38,87.22,89.3,14493780
2020-01-13,89.64,92.0,88.71,91.89,26285790
2020-01-14,91.9,92.52,89.66,90.02,19847540
2020-01-15,90.02,90.7,89.01,90.37,11336340
2020-01-16,90.39,91.19,88.38,88.96,15491600
2020-01-17,88.78,91.99,88.6,91.85,18427950
2020-01-20,91.4,91.9,90.66,90.99,14989470
2020-01-21,90.83,91.85,89.63,90.87,19352250
2020-01-22,90.71,92.64,90.71,91.49,22902300
2020-01-23,91.0,92.21,89.88,90.02,18730590
2020-01-24,90.0,91.01,89.8,90.49,10845850
2020-01-27,89.55,89.85,86.54,87.0,17258290
2020-01-28,87.0,87.58,84.56,85.53,29926330
2020-01-29,85.78,86.63,85.01,85.5,18374230
2020-01-30,85.15,85.31,82.82,82.82,25135770
2020-01-31,83.0,84.0,80.05,80.2,26107560
2020-02-03,80.0,82.21,79.66,81.45,16836840
2020-02-04,81.85,82.88,80.76,82.7,25772180
2020-02-05,82.98,85.25,82.15,84.39,26631510
2020-02-06,84.71,85.36,82.8,83.71,20138760
2020-02-07,83.71,84.79,82.8,84.53,11943670
2020-02-10,84.59,84.74,79.87,82.05,38998740
2020-02-11,82.42,82.9,80.76,82.18,19664150
2020-02-12,82.3,83.15,81.5,82.78,15058900
2020-02-13,82.48,82.7,81.16,81.47,10471350
2020-02-14,81.4,82.36,81.22,82.17,7390660
2020-02-17,81.87,82.48,81.64,82.19,5239250
2020-02-18,82.05,82.65,80.37,80.5,13557820
2020-02-19,80.57,81.81,80.57,81.25,11172450
2020-02-20,81.3,83.75,81.3,82.96,20798750
2020-02-21,82.61,83.45,81.85,83.2,9103730
2020-02-25,81.5,86.03,80.01,80.2,26228300
2020-02-26,80.49,80.87,77.0,79.0,32656710
2020-02-27,78.7,78.84,75.9,76.26,29086410
2020-02-28,74.99,75.25,67.56,71.39,71031000
2020-03-02,73.35,73.57,70.0,71.56,31272150
2020-03-03,72.71,72.81,70.12,70.82,19366190
2020-03-04,70.12,72.16,67.44,71.56,25783850
2020-03-05,72.02,72.5,70.68,71.65,10947180
2020-03-06,71.2,71.52,68.7,70.75,36500280
2020-03-10,63.69,73.98,62.37,68.61,57331460
2020-03-11,70.0,71.39,67.03,69.42,30085320
2020-03-12,66.99,67.88,63.55,63.55,45440510
2020-03-13,64.0,66.28,62.79,62.79,39801800
2020-03-16,63.89,63.89,57.31,59.95,42545950
2020-03-17,59.15,60.45,57.31,58.98,27481800
2020-03-18,57.68,59.19,51.51,54.0,55192150
2020-03-19,53.5,59.71,51.01,59.7,46374480
2020-03-20,61.0,65.5,56.6,57.3,49860930
2020-03-23,55.55,59.63,54.01,57.56,28521600
2020-03-24,60.44,62.0,58.06,58.37,41830900
2020-03-25,60.12,63.92,60.01,61.61,44012970
2020-03-26,61.7,62.07,58.81,60.46,28765980
2020-03-27,61.0,61.44,56.04,56.9,25154240
2020-03-30,55.77,58.95,54.47,58.72,23493560
2020-03-31,59.03,64.59,59.03,64.59,42419260
2020-04-01,63.0,64.7,61.76,63.43,31363230
2020-04-02,65.0,65.4,60.0,61.8,43701800
2020-04-03,61.85,63.3,61.11,61.59,28020470
2020-04-06,62.5,64.0,61.64,63.5,21421480
2020-04-07,64.77,66.5,63.99,65.8,34512270
2020-04-08,65.3,65.58,64.58,65.58,18372050
2020-04-09,65.93,67.4,65.61,67.33,27228510
2020-04-10,66.8,66.89,65.56,66.35,16011520
2020-04-13,66.1,66.35,63.37,64.75,15119240
2020-04-14,64.9,65.92,63.5,63.5,26312030
2020-04-15,63.5,63.65,59.8,59.9,31386330
2020-04-16,60.23,60.74,58.5,59.24,34307550
2020-04-17,60.01,61.1,59.02,60.78,26782790
2020-04-20,60.79,61.88,59.71,60.02,23777590
2020-04-21,59.31,60.84,59.04,60.28,24154510
2020-04-22,59.74,62.5,59.74,61.71,22204450
2020-04-23,62.11,63.68,61.65,62.87,24838510
2020-04-24,62.95,62.95,60.82,61.11,22848550
2020-04-27,61.4,62.46,61.32,61.76,13025250
2020-04-28,61.8,65.33,61.8,63.77,31662570
2020-04-29,64.62,65.09,63.61,63.9,18941260
2020-04-30,64.38,64.62,61.25,62.2,34628220
2020-05-04,61.68,62.8,60.81,62.5,13382720
2020-05-05,63.15,63.34,62.21,62.79,14794530
2020-05-06,62.8,63.3,61.36,61.73,18899430
2020-05-07,61.8,62.99,61.4,62.51,13684840
2020-05-08,62.8,62.83,61.63,62.4,9611010
2020-05-12,62.54,63.73,61.82,62.86,24235540
2020-05-13,62.8,62.8,61.18,61.18,15912280
2020-05-14,61.0,61.99,60.71,61.09,15027090
2020-05-15,61.75,62.0,59.82,59.82,14277380
2020-05-18,60.47,61.77,60.38,61.33,17050260
2020-05-19,61.22,62.2,61.17,61.5,13145210
2020-05-20,61.44,64.25,61.05,63.97,33589760
2020-05-21,63.82,65.0,62.83,63.6,24029930
2020-05-22,63.06,64.55,63.06,63.81,19555670
2020-05-25,64.0,64.7,63.75,63.9,12699720
2020-05-26,64.49,65.63,64.26,64.7,18930630
2020-05-27,64.95,67.21,64.71,65.84,26868080
2020-05-28,66.01,67.95,65.9,67.95,20021670
2020-05-29,67.62,67.79,65.63,66.0,35931510
2020-06-01,66.26,69.44,66.26,69.02,33353080
2020-06-02,69.44,70.34,67.53,68.27,34735880
2020-06-03,68.5,69.0,66.87,68.03,26259830
2020-06-04,68.0,68.3,66.06,66.89,20722440
2020-06-05,66.9,67.2,64.73,65.05,33671880
2020-06-08,65.5,67.81,65.09,66.5,30958000
2020-06-09,66.45,66.8,65.07,65.28,18759320
2020-06-10,65.4,65.7,63.6,64.15,31157460
2020-06-11,63.81,63.93,62.62,62.95,22411560
2020-06-15,62.39,63.5,61.27,63.5,31727710
2020-06-16,63.93,64.46,63.23,63.92,27757450
2020-06-17,64.05,64.6,63.64,63.94,17472830
2020-06-18,63.94,64.05,62.65,63.25,27036590
2020-06-19,63.56,65.33,63.38,64.22,27782640
2020-06-22,64.38,64.47,63.15,64.2,15188510
2020-06-23,64.36,64.83,63.87,64.29,10619080
2020-06-25,64.0,64.2,62.83,63.39,24940770
2020-06-26,63.35,63.7,62.9,63.24,11173160
2020-06-29,62.91,64.5,62.91,64.22,12390520
2020-06-30,64.36,64.86,64.13,64.49,11864170
2020-07-02,64.76,65.59,64.59,65.32,14054560
2020-07-03,65.4,65.79,64.82,65.67,7349650
2020-07-06,65.82,66.5,65.51,66.07,17487400
2020-07-07,65.4,66.98,65.4,66.15,17489200
2020-07-08,66.3,66.92,66.08,66.88,15969530
2020-07-09,66.77,66.98,65.65,65.91,21179140
2020-07-10,63.69,64.28,63.18,64.2,18685420
2020-07-13,64.15,64.85,63.12,63.55,11554500
2020-07-14,63.58,63.64,61.85,62.49,14429450
2020-07-15,62.91,63.81,62.36,63.41,12335560
2020-07-16,63.4,64.38,62.94,64.18,14046070
2020-07-17,64.02,64.43,63.66,64.04,6792260
2020-07-20,63.8,64.65,63.8,64.5,12351810
2020-07-21,64.8,65.92,64.39,65.0,18132420
2020-07-22,65.05,65.16,64.33,64.94,10910500
2020-07-23,65.0,65.1,63.87,64.02,14156740
2020-07-24,63.99,65.05,63.19,64.94,14635700
2020-07-27,65.44,66.84,64.93,66.68,19001770
2020-07-28,66.85,66.85,65.45,65.64,10884480
2020-07-29,65.73,67.6,65.65,66.34,29944970
2020-07-30,66.4,67.56,65.83,66.5,22563420
2020-07-31,66.7,68.64,66.23,68.27,24609170
2020-08-03,68.65,69.35,67.58,68.57,16958890
2020-08-04,68.47,70.08,67.57,69.9,24808920
2020-08-05,70.01,70.37,69.37,69.86,15114220
2020-08-06,70.0,70.18,69.55,70.1,9660300
2020-08-07,70.0,70.0,68.33,68.85,15382440
2020-08-10,69.94,71.2,69.02,69.85,22631000
2020-08-11,69.7,70.25,68.9,69.44,18731910
2020-08-12,69.59,70.11,68.8,69.89,9573600
2020-08-13,70.21,70.21,69.25,69.75,12387630
2020-08-14,69.5,69.81,67.5,67.98,33126730
2020-08-17,67.82,67.85,66.0,66.48,24783520
2020-08-18,66.45,66.95,65.01,65.42,21411140
2020-08-19,65.49,66.66,65.05,66.33,14553690
2020-08-20,66.2,66.65,65.42,66.34,13425350
2020-08-21,66.41,66.82,65.84,66.43,11339050
2020-08-24,66.66,67.54,66.24,67.39,9908490
2020-08-25,67.47,67.59,66.61,67.19,9588140
2020-08-26,67.2,67.58,66.35,67.4,11258820
2020-08-27,67.55,68.14,67.21,67.4,11814080
2020-08-28,67.32,67.55,66.8,67.18,5862250
2020-08-31,67.31,68.02,65.65,66.15,22022330
2020-09-01,66.47,68.76,66.06,68.25,19578120
2020-09-02,68.35,68.53,66.06,66.67,14086870
2020-09-03,66.55,67.64,66.26,66.9,13729950
2020-09-04,67.03,68.18,66.6,67.92,21279110
2020-09-07,67.68,68.47,66.7,68.39,13260440
2020-09-08,68.48,69.75,68.28,69.37,25148330
2020-09-09,69.36,69.76,68.75,69.2,11353560
2020-09-10,69.14,72.46,68.53,71.65,48064550
2020-09-11,71.9,74.96,71.77,74.94,43025590
2020-09-14,75.06,75.64,73.23,73.7,32555830
2020-09-15,74.04,75.57,73.57,75.15,26025750
2020-09-16,75.48,75.48,74.13,74.98,18181380
2020-09-17,75.5,76.48,74.41,75.1,18033940
2020-09-18,75.25,77.25,75.02,76.3,24809600
2020-09-21,75.71,77.06,73.53,74.7,23407960
2020-09-22,75.1,75.24,73.69,74.93,16596140
2020-09-23,74.75,76.11,72.66,72.95,24745990
2020-09-24,73.06,73.49,71.42,73.04,21302890
2020-09-25,73.2,73.2,70.66,71.94,20113970
2020-09-28,71.98,72.76,71.6,72.64,11909440
2020-09-29,72.54,73.46,71.22,72.1,16056440
2020-09-30,72.1,74.12,72.0,73.78,38403250
2020-10-01,74.1,74.58,72.73,73.99,17206900
2020-10-02,73.79,74.43,72.92,74.12,12544590
2020-10-05,74.4,74.81,73.42,74.56,10480610
2020-10-06,74.54,77.69,74.44,76.97,26312210
2020-10-07,76.98,77.96,75.68,76.28,18749040
2020-10-08,76.01,77.97,76.01,77.7,16051920
2020-10-09,77.89,78.64,74.56,75.41,33533850
2020-10-12,75.6,78.44,75.02,78.22,24471480
2020-10-13,78.14,78.39,75.9,76.4,16065920
2020-10-14,76.01,77.46,76.01,76.85,10731980
2020-10-15,76.52,76.88,75.0,75.71,12283640
2020-10-16,75.48,76.97,75.29,76.0,11166720
2020-10-19,76.0,76.43,75.0,75.64,8777700
2020-10-20,75.32,75.66,74.51,75.48,6909100
2020-10-21,75.1,75.62,73.87,74.83,8776810
2020-10-22,74.3,75.58,74.3,75.18,7582440
2020-10-23,75.2,75.5,74.63,74.94,4920850
2020-10-26,74.72,75.89,74.02,74.15,9101930
2020-10-27,74.35,74.92,73.52,74.46,11048690
2020-10-28,74.56,74.65,69.91,70.24,22427670
2020-10-29,70.88,72.2,69.23,71.81,23570130
2020-10-30,71.6,71.69,69.94,70.75,14067940
2020-11-02,70.95,71.38,70.08,70.96,10502560
2020-11-03,71.2,72.13,70.65,71.89,12893160
2020-11-05,72.41,75.76,71.9,74.9,23248170
2020-11-06,74.66,77.6,74.16,76.78,21300360
2020-11-09,77.36,81.94,76.76,79.91,36419970
2020-11-10,79.79,80.87,78.34,79.24,22707560
2020-11-11,79.0,80.5,78.47,79.67,18447700
2020-11-12,79.94,80.59,78.55,79.52,18417470
2020-11-13,79.98,81.65,78.76,81.2,18128410
2020-11-16,81.85,86.51,81.75,86.4,37234980
2020-11-17,86.5,87.4,85.04,86.3,31613180
2020-11-18,86.2,90.15,85.74,88.9,36739690
2020-11-19,89.38,91.2,88.12,89.54,36536160
2020-11-20,89.01,89.4,87.66,88.38,13808970
2020-11-23,88.72,89.38,86.5,86.93,22592160
2020-11-24,86.93,87.51,83.6,85.74,32528460
2020-11-25,85.7,87.98,84.1,87.69,25993040
2020-11-26,87.69,89.08,86.89,87.37,17198070
2020-11-27,87.18,91.0,87.18,90.53,38004460
2020-11-30,89.65,91.14,87.9,88.52,31948540
2020-12-01,88.46,90.99,87.9,89.9,19603230
2020-12-02,89.52,91.98,89.08,89.76,19260510
2020-12-03,90.2,90.79,86.94,89.44,25666970
2020-12-04,90.49,92.16,89.4,91.54,21040000
2020-12-07,91.4,93.5,90.91,91.93,25426310
2020-12-08,92.02,94.49,91.44,92.95,23344600
2020-12-09,93.15,93.9,91.41,91.65,13768170
2020-12-10,91.89,93.33,90.69,92.21,23790210
2020-12-11,92.26,93.29,91.91,92.1,9992760
2020-12-14,92.75,92.75,90.07,90.4,18519100
2020-12-15,90.07,93.55,89.68,91.95,21864690
2020-12-16,92.18,96.49,92.18,96.27,45049530
2020-12-17,96.09,98.79,95.58,96.49,32087040
2020-12-18,96.0,97.2,93.76,94.58,24822190
2020-12-21,94.6,95.28,92.64,94.85,19193120
2020-12-22,94.16,97.01,94.16,96.14,17846940
2020-12-23,96.2,97.76,96.14,97.23,17168230
2020-12-24,97.6,98.92,96.11,97.71,12423050
2020-12-25,97.92,98.06,96.13,97.11,4135080
2020-12-28,97.0,97.99,96.82,97.65,8244200
2020-12-29,97.6,98.44,97.35,97.67,8473810
2020-12-30,97.73,99.4,97.53,99.0,11696360
2021-01-04,99.18,99.99,98.52,98.73,9083700
2021-01-05,98.48,99.88,98.1,99.58,9984020
2021-01-06,99.98,101.5,99.58,100.94,17378330
2021-01-08,101.59,104.25,101.14,104.17,23587700
2021-01-11,104.9,107.27,102.67,105.85,32495880
2021-01-12,105.22,107.5,104.76,107.46,29684650
2021-01-13,107.5,108.88,105.2,106.13,36390430
2021-01-14,105.86,106.92,103.06,105.42,27170620
2021-01-15,104.27,106.16,103.53,104.11,16502610
2021-01-18,104.2,104.2,102.21,103.06,15272220
2021-01-19,104.05,105.71,103.25,103.59,21310250
2021-01-20,103.75,106.59,103.75,105.77,16315260
2021-01-21,106.0,106.48,101.6,105.99,25228290
2021-01-22,105.01,105.45,102.45,103.43,23639420
2021-01-25,104.0,104.35,99.5,101.1,30443820
2021-01-26,100.4,104.17,99.9,104.11,24214040
2021-01-27,104.25,104.65,100.15,100.52,22910830
2021-01-28,99.82,102.25,98.49,101.2,19428800
2021-01-29,100.9,101.21,98.52,99.22,19188840
2021-02-01,100.1,101.48,98.55,100.61,15809740
2021-02-02,100.98,103.46,100.37,102.15,24959470
2021-02-03,102.76,104.45,102.17,103.66,19401610
2021-02-04,103.45,104.18,102.07,102.61,12288120
2021-02-05,103.0,103.38,100.56,102.32,12926110
2021-02-08,102.4,103.92,102.24,102.95,12717400
2021-02-09,103.11,104.9,102.13,104.19,27712210
2021-02-10,105.0,105.89,103.39,104.18,19569750
2021-02-11,103.8,105.5,103.17,104.45,15678390
2021-02-12,104.45,105.0,103.1,104.95,10969500
2021-02-15,105.5,106.2,102.62,103.83,21161040
2021-02-16,104.4,104.4,101.2,101.46,20345450
2021-02-17,101.46,102.1,99.7,100.9,17255470
2021-02-18,100.73,100.73,97.6,97.85,24244220
2021-02-19,97.5,97.84,95.83,96.95,26527050
2021-02-20,96.62,98.47,96.62,97.9,4376390
2021-02-22,97.69,98.3,96.71,97.99,18346050
2021-02-24,97.23,98.69,96.17,98.45,27791090
2021-02-25,98.7,100.08,98.53,99.3,30949250
2021-02-26,98.86,100.85,97.6,99.52,16847830
2021-03-01,100.39,101.34,99.51,101.1,11419420
2021-03-02,100.9,104.0,100.63,102.53,33786280
2021-03-03,103.0,104.53,102.65,103.35,20592230
2021-03-04,103.48,105.83,101.85,103.62,24979210
2021-03-05,104.63,107.62,104.17,106.65,27671150
2021-03-09,107.3,108.82,105.61,108.13,22793750
2021-03-10,108.4,109.47,106.01,106.57,17830550
2021-03-11,106.5,108.78,105.6,107.49,18306330
2021-03-12,107.28,107.76,105.0,106.43,18258560
2021-03-15,106.44,108.5,104.2,108.5,26989290
2021-03-16,108.45,109.16,106.6,108.2,16490540
2021-03-17,108.2,108.9,105.36,105.91,16027960
2021-03-18,106.49,108.7,105.39,107.16,23159730
2021-03-19,106.66,108.4,105.2,105.7,46431980
2021-03-22,105.9,106.44,104.83,105.68,10993490
2021-03-23,105.07,105.46,103.26,104.31,19944100
2021-03-24,104.21,106.24,103.41,105.78,14233920
2021-03-25,105.2,106.97,105.12,106.8,9798150
2021-03-26,107.04,108.0,106.41,107.85,9463700
2021-03-29,107.74,108.75,107.0,108.29,9705060
2021-03-30,108.51,108.82,107.03,107.96,10479920
2021-03-31,108.46,109.92,105.44,105.98,28453140
2021-04-01,106.29,107.07,104.15,104.86,18264600
2021-04-02,104.65,105.82,104.2,105.36,5225640
2021-04-05,105.79,105.94,104.4,105.58,5449840
2021-04-06,105.23,105.9,104.56,104.7,9382560
2021-04-07,104.68,105.11,102.88,104.34,14796520
2021-04-08,105.09,105.5,103.85,104.77,18159020
2021-04-09,104.78,104.94,100.7,101.45,44833730
2021-04-12,100.94,102.96,100.52,102.22,22377100
2021-04-13,102.05,103.14,101.62,102.88,18519070
2021-04-14,103.0,103.35,101.44,102.52,25792360
2021-04-15,101.99,106.89,101.71,106.3,29684850
2021-04-16,106.97,107.47,104.88,106.13,15855500
2021-04-19,106.78,108.09,106.34,107.15,17999220
2021-04-20,107.82,108.01,105.83,107.67,15300990
2021-04-21,107.31,111.36,107.24,111.13,28772340
2021-04-22,111.13,111.78,109.25,109.34,19042250
2021-04-23,109.81,113.0,108.9,113.0,20676540
2021-04-26,113.01,114.88,112.12,114.22,29990660
2021-04-27,114.01,114.22,109.55,110.52,26621990
2021-04-28,110.52,113.44,107.8,109.4,33971350
2021-04-29,110.0,110.29,106.67,108.4,20395720
2021-04-30,108.11,109.07,107.3,108.97,13840910
2021-05-04,109.32,110.14,107.76,108.93,15802140
2021-05-05,108.66,111.77,108.45,111.3,12684810
2021-05-06,111.12,114.04,111.12,113.31,18001290
2021-05-07,113.55,114.4,112.62,113.85,16609690
2021-05-10,113.72,118.13,113.37,116.69,23145040
2021-05-11,116.39,117.29,114.58,115.62,19011450
2021-05-12,115.4,117.17,113.58,114.14,24834320
2021-05-13,114.2,115.49,112.24,113.8,24650530
2021-05-14,113.79,114.34,112.87,114.0,7964280
2021-05-17,114.35,114.88,112.44,113.24,17493380
2021-05-18,113.4,116.2,112.82,116.15,26152140
2021-05-19,116.0,116.7,114.17,115.35,22068740
2021-05-20,115.0,116.05,114.37,114.86,12408380
2021-05-21,114.86,115.14,113.6,114.69,15993440
2021-05-24,115.58,115.74,114.12,114.52,11727100
2021-05-25,114.52,115.52,114.42,115.2,12188070
2021-05-26,114.8,115.28,113.38,114.13,20932240
2021-05-27,113.9,114.39,112.5,113.23,24986750
2021-05-28,113.42,114.69,113.31,114.48,9767610
2021-05-31,114.32,117.79,114.32,117.2,21721120
2021-06-01,117.16,119.55,117.1,118.95,16632580
2021-06-02,118.7,121.14,117.87,120.95,26705240
2021-06-03,121.02,121.5,118.84,119.86,17285420
2021-06-04,120.16,121.74,119.8,120.73,16145730
2021-06-07,120.73,124.7,119.82,124.5,20928300
2021-06-08,124.81,128.83,124.28,128.59,43639490
2021-06-09,128.97,130.06,126.83,129.5,29704050
2021-06-10,129.4,135.4,129.0,134.47,67298740
2021-06-11,135.0,135.4,132.8,135.26,39040170
2021-06-14,135.44,139.94,135.44,139.56,40527900
2021-06-15,139.98,141.73,136.9,137.69,38534880
2021-06-16,137.67,139.88,137.01,138.72,23026040
2021-06-17,138.0,139.19,131.15,134.8,53140240
2021-06-18,134.54,134.8,130.22,131.4,58374630
2021-06-21,130.73,136.68,130.54,136.56,31242750
2021-06-22,137.4,139.67,136.36,139.5,31811490
2021-06-23,139.99,140.0,132.52,134.69,45176030
2021-06-24,134.4,134.89,131.14,132.86,37130120
2021-06-25,133.1,133.95,130.78,132.54,20841080
2021-06-28,132.58,134.42,132.4,133.23,20866490
2021-06-29,133.37,135.1,132.67,134.08,40162340
2021-06-30,134.13,135.59,133.11,133.74,36284420
2021-07-01,125.37,129.43,123.83,126.25,69864230
2021-07-02,125.8,127.6,125.34,126.14,23795130
2021-07-05,126.12,126.4,123.86,124.74,17690480
2021-07-06,125.01,125.69,120.74,121.09,30782990
2021-07-07,120.9,125.89,120.9,124.6,33019440
2021-07-08,124.35,128.0,123.01,127.88,40160750
2021-07-09,128.13,131.21,127.0,130.99,35129610
2021-07-12,131.2,133.75,130.28,133.11,27323040
2021-07-13,133.3,137.51,133.2,137.22,34591190
2021-07-14,136.45,139.59,133.31,134.85,39425040
2021-07-15,135.4,136.0,132.9,133.27,27470260
2021-07-16,133.95,133.95,129.8,129.85,31792430
2021-07-19,129.49,131.04,125.72,126.89,26545280
2021-07-20,127.21,129.0,126.28,128.71,19695950
2021-07-21,129.0,131.15,128.41,128.79,15002670
2021-07-22,130.35,131.0,128.0,130.84,14696510
2021-07-23,131.5,132.19,128.76,129.75,11865110
2021-07-26,129.0,130.6,127.74,130.35,11097480
2021-07-27,130.7,131.7,129.47,129.8,16187580
2021-07-28,129.9,131.92,129.56,131.72,18386820
2021-07-29,132.0,134.4,131.28,133.96,15872210
2021-07-30,134.74,134.97,129.53,130.57,34565890
2021-08-02,131.0,132.14,129.9,130.55,15888790
2021-08-03,130.65,135.12,130.37,135.09,27685410
2021-08-04,135.9,139.1,135.2,138.37,33331940
2021-08-05,138.36,139.75,137.3,138.98,19893640
2021-08-06,139.09,140.7,138.3,138.71,21530420
2021-08-09,138.1,139.3,136.65,137.92,19810840
2021-08-10,138.48,140.0,136.7,137.96,21671520
2021-08-11,138.0,138.54,137.22,137.57,11249340
2021-08-12,137.8,139.47,137.36,138.21,15187430
2021-08-13,138.05,138.88,132.91,134.98,31086580
2021-08-16,134.89,135.0,131.72,133.31,17295800
2021-08-17,133.28,134.9,132.65,133.22,15900020
2021-08-18,133.85,134.94,133.0,133.15,10725620
2021-08-19,132.75,135.25,131.15,134.64,19635960
2021-08-20,135.0,135.2,130.22,132.27,18006990
2021-08-23,132.5,133.94,131.5,133.54,9054250
2021-08-24,133.81,134.29,132.16,133.5,16221860
2021-08-25,133.85,133.85,132.51,133.74,9011640
2021-08-26,133.71,135.8,133.3,134.22,14835450
2021-08-27,134.47,134.9,132.84,134.6,12566850
2021-08-30,134.5,140.49,133.65,140.4,26909930
2021-08-31,140.71,146.5,139.88,145.11,48750460
2021-09-01,145.35,147.0,143.32,145.71,28665980
2021-09-02,145.12,145.67,143.54,143.7,17858380
2021-09-03,143.12,146.58,142.8,145.83,17662780
2021-09-06,145.5,147.27,145.08,146.26,9988630
2021-09-07,146.1,148.67,145.83,147.8,13097210
2021-09-08,147.95,149.83,147.8,148.2,17401120
2021-09-09,147.5,149.35,145.46,145.59,20846290
2021-09-10,146.72,150.98,144.41,149.17,25872230
2021-09-13,149.89,150.76,149.1,150.3,15200890
2021-09-14,151.0,153.73,148.65,149.56,24689280
2021-09-15,149.44,149.9,146.57,147.65,13375500
2021-09-16,147.07,147.63,144.3,146.36,21741480
2021-09-17,147.03,147.13,142.5,143.8,25636390
2021-09-20,140.61,142.7,138.52,140.13,21298410
2021-09-21,140.89,142.29,136.38,138.55,23683930
2021-09-22,139.5,141.78,138.52,141.47,20429150
2021-09-23,142.5,142.95,139.26,140.72,23572500
2021-09-24,140.7,140.86,138.83,139.74,13788620
2021-09-27,140.0,141.6,139.23,140.58,12805600
2021-09-28,140.6,141.36,135.82,136.67,23091660
2021-09-29,136.5,137.92,132.9,134.5,25174660
2021-09-30,134.59,135.9,132.65,133.45,22723230
2021-10-01,133.45,138.02,132.0,138.01,20064790
2021-10-04,138.95,139.34,134.52,135.65,25411510
2021-10-05,136.36,136.5,132.63,135.8,34194910
2021-10-06,134.99,135.39,130.32,131.99,44708850
2021-10-07,131.0,135.2,127.45,133.8,52702410
2021-10-08,133.8,139.12,133.5,138.48,35173020
2021-10-11,139.12,142.79,139.12,142.35,51640750
2021-10-12,142.77,143.9,141.9,143.62,42407360
2021-10-13,143.2,143.6,137.64,139.6,57124650
2021-10-14,139.9,140.49,137.51,138.2,27605580
2021-10-15,138.01,139.2,136.71,137.95,45678630
2021-10-18,129.9,130.97,127.02,128.58,66795880
2021-10-19,128.99,132.96,127.68,132.76,37691030
2021-10-20,132.75,132.75,130.24,131.4,22341300
2021-10-21,131.37,132.47,130.11,130.99,23417290
2021-10-22,131.0,131.3,127.1,127.6,23191380
2021-10-25,128.18,130.36,127.1,128.2,24852300
2021-10-26,128.82,131.75,128.01,130.78,28768330
2021-10-27,130.84,132.0,129.15,129.82,17852040
2021-10-28,129.94,130.5,128.25,129.54,28810160
2021-10-29,129.4,129.44,124.47,125.21,25332120
2021-11-01,125.3,130.86,123.2,130.43,33319550
2021-11-02,129.91,133.13,128.13,132.0,36064270
2021-11-03,131.04,132.66,129.2,130.59,22089230
2021-11-05,129.95,131.46,127.54,128.4,13520580
2021-11-08,128.5,133.18,128.5,132.4,24867150
2021-11-09,132.0,134.59,130.03,130.68,25890090
2021-11-10,129.87,133.39,129.8,131.09,28673320
2021-11-11,131.86,134.74,130.9,134.03,30003730
2021-11-12,134.63,135.97,129.22,131.29,42682050
2021-11-15,131.3,132.88,130.52,130.89,23013360
2021-11-16,131.0,133.09,131.0,132.25,23844540
